index,楼盘名称,板块名称,项目地址,物业类型,总户数,建筑面积,占地面积,产权,装修,容积率,绿化率,车位数,物业费,物业公司
614,融创时代奥城,钱江世纪城,杭州国际博览中心东280米,住宅,1200,230000㎡,61871㎡,70年,精装修,2.7,30.00%,1500,,
618,泰禾·杭州院子,未来科技城,文二西路与常二路交汇处,住宅,373,70535㎡,69152㎡,70年,毛坯,1,30.00%,732,,
620,金地大运河府,桥西,通益路与花园岗街交叉口,住宅,593,75000㎡,27630㎡,70年,装修,2.8,30.00%,796,,金地物业
621,远洋·万和四季,城东新城,杭州市江干区环站东路与花园兜街交汇处东北侧,住宅,305,39062㎡,21701㎡,70年,毛坯,1.8,待定,399,,北京远洋基业物业管理有限公司杭州分公司
625,万科新都会1958,市中心,杭州市下城区胜景路与杭氧街交叉口,住宅,431,83709㎡,24477㎡,70年,装修,2.5,30.00%,503,5,万科物业
630,绿城·留香园,钱江新城,杭州市江干区凤起东路与塘工局路交叉口,住宅,1194,238898㎡,52528㎡,70年,精装,3.3,30.00%,1762,,绿城物业服务集团有限公司
631,景瑞悦西台,申花,申花路丰潭路交叉口东,住宅,656,102251㎡,30148㎡,70年,毛坯、菜单式装修,2.3,30.00%,634,2.8,上海景瑞物业管理有限公司杭州分公司
634,大业·江东府,大江东,义蓬街道办事中心东侧,住宅,965,143663㎡,47268㎡,70年,毛坯,2.2,30.00%,,待定#物业公司：#开,开元物业
637,竹径云山,良渚,古墩路与东西大道交叉口西行3公里,住宅,1391,202663㎡,108069㎡,70年,精装修,1.3,34.20%,1539,,上海万科物业服务有限公司余杭分公司
647,淮矿·东元府,城东新城,杭州市江干区备塘路与备塘弄交叉路口,住宅,582,85364㎡,21374㎡,70年,毛坯,2.8,30.00%,533,2.2,淮矿物业
648,钱塘大观,滨江,闻涛路与六和路交汇处以西,住宅,704,162665㎡,88330㎡,70年,毛坯,2.5,45.00%,1023,,
650,天阳·明朗,丁桥,西至丁兰路，北至环丁路，东至采荷二小丁荷校区,住宅,300,40000㎡,18000㎡,70年,毛坯,2.3,30.00%,,,
652,水木年华,鄞州,鄞州集市港科创北路与布政东路交叉口,住宅,409,53000㎡,21905㎡,70年,,1.8,30.00%,,2.5,
653,格兰郡庭,鄞州,鄞州中心区福明路以东，中塘河以北,住宅,1255,250000㎡,118600㎡,70年,精装修,1.4,35.00%,,2.5,宁波中建物业管理有限公司
654,中海国际社区,鄞州,鄞州东至金达南路，南至鄞州大道，西至下应大道，北至纬六路,住宅,6000,980000㎡,378000㎡,70年,毛坯,2,30.00%,,2.75,中海物业管理有限公司
655,万科江东府,江东,江东姚隘路与宁徐路交汇处,住宅,814,176000㎡,66833㎡,70年,精装修,2,30.00%,1390,3.9,万科物业
656,南塘金茂府,海曙,海曙鄞奉路与尹江岸路交叉口（南塘老街西侧）,住宅,777,158000㎡,62400㎡,70年,精装,2.6,30.00%,,3.8,金茂物业
657,绿地海外滩,江北,江北云飞路与北海路交叉处，云飞路以南，南临一线姚江,住宅,1250,260000㎡,89108㎡,70年,毛坯,2.4,30.00%,,2.2,新上海物业公司
662,万科溪望,未来科技城,文二西路与高教路口向西约400米,住宅,931,164000㎡,68771㎡,70年,精装修,1.5,30.00%,,待定,杭州万科物业服务有限公司
667,万科·郡西澜山,良渚,杭州余杭区良渚文化村春漫里公望会（新街坊）,住宅,950,209671㎡,102559㎡,70年,精装,1.3,31.00%,01:01.3,3.5,
669,龙湖·武林九里,丁桥,江干区同协路与华丰路交叉口向东300米,住宅,1714,182678㎡,79425㎡,70年,毛坯,2.3,30.00%,1960,,龙湖物业
674,融创·玖樟台,城东新城,杭州市江干区机场路及开创街路口（向西100米）,住宅,845,118294㎡,53770㎡,70年,毛坯、全装修,2.2,30.00%,,,
676,中国铁建·保利像素,下沙大学城北,杭州市江干区银海街与千帆路交叉口,住宅,1476,136440㎡,52477㎡,70年,全装修,2.6,30.00%,1553,,保利物业
677,九龙仓珑玺,申花,莫干山路与方家埭路交叉口,住宅,482,77446㎡,18450㎡,70年,毛坯/精装,2.9,30.00%,553,,龙仓物业管理有限公司
678,广宇万科·公园里,桃源新区,桃源新区桃源中央公园内（沈半路与桃源街交叉口往西约800米）,住宅,1030,103238㎡,41295㎡,70年,装修成品交付,2.5,30.00%,,,万科物业
684,滨江大江之星,大江东,萧山江东开发区河庄街道新港路南侧（河庄形象城旁）,住宅,850,138000㎡,29434㎡,70年,毛坯,3,30.00%,835,,杭州滨江物业管理有限公司
688,祥生云溪新语,之江转塘,杭州市西湖区之江国家旅游度假区文景路与碧波路交叉口,住宅,386,129000㎡,49000㎡,70年,精装,1.8,30.00%,452,2.25,
689,杭州上林院,其他(富阳),杭州市富阳区银湖街道上林路,住宅,1051,400000㎡,546666㎡,70年,毛坯,0.4,待定,,3.5,富阳清源物管
693,新天地·金色时光,城东新城,德胜路与石桥路交汇处东南方向,住宅,1721,273961㎡,83058㎡,70年,装修、毛坯,2.3,30.00%,1546,,
696,信达滨江·壹品,钱江新城,甬江路和钱江路交叉口,住宅,543,92422㎡,33008㎡,70年,,2.8,33.60%,985,6.8,杭州滨江物业管理有限公司
698,万科大家·九都会,其他(富阳),富阳区富春街道公望街和春秋北路交汇处,住宅,448,91292㎡,30063㎡,住宅70年、酒店式公寓40年,装修成品,2.2,30.00%,654,物业3.2,万科物业
699,珺悦府,萧山,萧山区萧然西路与潘水路交汇处东南角（地铁2号线潘水站旁）,住宅,1002,157565㎡,57394㎡,70年,装修、毛坯,2,30.00%,1189,2.8,永升物业
707,融信·江南学府,萧山,萧山区博学路与通惠路交叉口,住宅,1076,190150㎡,43686㎡,70年,毛坯,3,30.00%,,,融信物业
714,融创金成·未来海,闲林,文二西路绿汀路以南，和睦湿地旁,住宅,1700,280000㎡,76000㎡,70年,毛坯,2.6,30.00%,2000,,
719,阳光城·檀悦,钱江世纪城,杭州市钱江世纪城守信路与扬帆路交叉口,住宅,550,102784㎡,31721㎡,70年,精装修,2.2,30.00%,735,,阳光城物业
728,绿城·西溪项目,留下,西溪湿地旁，天目山路389号,住宅,325,91000㎡,83000㎡,70年,精装,1.1,30.00%,,,绿城物业
729,阳光城·丽兹公馆,萧山,风情大道滨康路口南向300米,住宅,1979,280000㎡,65000㎡,70年大产权,装修,3,40.00%,2099,2.8,阳光城物业
733,滨江·铂金海岸,九堡,之江东路与仁爱路交叉口,住宅,480,94236㎡,23900㎡,70年,精装,待定,30.00%,464,,杭州滨江物业
734,十里风荷,闲林,余杭天目山西路与运溪路延伸段交叉口,住宅,245,125333㎡,36700㎡,70年,毛坯,0.3,30.00%,,,蓝城物业
735,碧桂园·珑悦,钱江世纪城,文明路与利丰路交叉口,住宅,832,177000㎡,66667㎡,70年,毛坯、装修,1.8,35.00%,849,,广东碧桂园物业服务有限公司
740,东南钱江蓝湾,宁围镇,杭州萧山水博大道,住宅,1193,188640㎡,126000㎡,70年,毛坯,1,45.00%,1323,2.8,
742,新城香悦奥府,北干街道,杭州·博奥路（原青年路）与建设二路交叉口,住宅,1271,143514㎡,51255㎡,70年,毛坯,2.8,30.00%,1471,,江苏新城物业服务有限公司
744,天阳·文晖,城东新城,东至规划胜景路，南至规划5号路，西至胜南支路,住宅,589,待定,待定,70年,精装,1.6,30.00%,551,,
752,宋都丽郡国际,大江东,义蓬街道艮山东路延伸段与义蓬中路交汇处,住宅,1276,183000㎡,68000㎡,70年,毛坯,2.2,30.00%,1392,,
753,协安·玖墅,三墩,灯彩街和紫金港北路交叉口,住宅,88,21407㎡,待定,70年,毛坯、精装定制,待定,待定,,4.3,杭州郡庭物业
755,玉泉二期·香樟洋房,西溪留下,西湖区西溪路与杨梅山路交汇处,住宅,219,40000㎡,17400㎡,70年,精装,1.6,45.00%,221,3.6,万科物业管理公司
760,宋都·东郡之星,下沙大学城北,东至文淙北路，南至规划绿化用地，西至春新路，北至银海路,住宅,1042,127264㎡,35332㎡,70年,毛坯,2.5,30.00%,,,宋都物业
766,融信永兴首府,北干街道,金城路与通惠中路交汇处西100米,住宅,732,157125㎡,44307㎡,70年,毛坯,2.4,30.00%,946,,
450,九龙仓君廷,超山,余杭区S305省道与康信路交汇处,"住宅,别墅",1712,326180㎡,122194㎡,70,毛坯,1.8,30.00%,1684,2.1,浙江绿城物业管理有限公司
460,龙湖·香醍溪岸,超山,余杭区S304省道与宏达路交汇处,"住宅,别墅",2000,280000㎡,120000㎡,70,毛坯,2.4,30.00%,1900,2.9,重庆新龙湖物业服务有限公司杭州分公司
126,绿地旭辉城,滨江,滨江区七甲路和滨盛路交叉口,"住宅,公寓",2000,264551㎡,58798㎡,70年,毛坯,4.5,30.00%,2276,,待定
229,康城国际,临平新城,余杭区临平世纪大道676号（水景公园旁边）,"住宅,公寓",5000,850000㎡,250000㎡,70,毛坯,2.7,33.00%,4600,1.7,理想四维物业管理有限公司
251,复地·连城国际,临平新城,余杭区杭海路1636号（三角村公交站往前100米）,"住宅,公寓",4299,514604㎡,190888㎡,70,毛坯,2.2,30.00%,2600,1.8,上海复瑞管理有限公司
271,钱塘梧桐蓝山,临平新城,临平世纪大道（临平世纪大道与望梅路交叉口）,"住宅,公寓",2093,320000㎡,90239㎡,70,毛坯,2.8,30.00%,,2.2,绿城物业服务集团有限公司
402,美好桂花金座,临平新城,余杭区星桥星韵路与学前路交叉口（项目现场）,"住宅,公寓",1036,169830㎡,59212㎡,70,毛坯,2.3,38.00%,1069,0.95,杭州余杭桂花星城物业管理有限公司
263,中新御景湾,南部卧城,萧绍路天马加油站南（原杭州柴油机厂）,"住宅,公寓,别墅",680,138656㎡,60634㎡,70,毛坯,1.8,35.00%,1:01,1.8,杭州萧山众安物业服务有限公司
280,东冠逸景,临平新城,余杭乔司镇杭海路（杭海路与城隍中路交汇处）,"住宅,公寓,商铺",751,113200㎡,47000㎡,70,毛坯,1.7,35.00%,784,1,杭州天一物业公司
582,理想银泰城,临平新城,余杭世纪大道与迎宾路交叉口,"住宅,公寓,写字楼",1557,669725㎡,86274㎡,"住宅70年,商业40年",毛坯,5.5,25.00%,3729,,
326,野风·启城,超山,余杭区钱江科技城（钱江开发区）康信路与兴盛路交叉处西北侧,"住宅,花园洋房,湾景公寓",1200,300000㎡,96667㎡,70,毛坯,2,30.00%,1200,1.5,杭州野风物业管理有限公司
388,赞成·檀府,临平老城,余杭区临平星光街与新颜路交叉口（君湖国际酒店东侧）,"住宅,排屋",1845,318000㎡,105986㎡,70,毛坯,2.2,30.00%,1700,1.5,杭州赞成物业
433,嘉和银领时代,临平新城,余杭星桥镇藕花洲大街,"住宅,排屋",1030,30000㎡,85700㎡,70,毛坯,1.5,35.00%,,2.25,
335,朗诗未来街区东园,临平新城,余杭地铁一号线翁梅站天万路南侧,"住宅,普通住宅",976,119040㎡,36744㎡,70,毛坯,2.4,30.00%,833,,杭州朗诗物业服务有限公司
343,朗诗·未来街区,临平新城,余杭区南苑街道，地铁一号线翁梅站天万路南侧,"住宅,普通住宅",1118,110000㎡,40000㎡,70,毛坯,2.6,30.00%,1004,2,朗诗物业管理有限公司
383,星桥桂花城,临平新城,余杭区临平藕花洲大道星桥段（太平村公交站附近）,"住宅,普通住宅",1057,160000㎡,90000㎡,70,毛坯,1.4,30.00%,,1.3,杭州禹通物业有限公司
69,融创·河滨之城,蒋村西溪,余杭塘路与五常港路交汇处,住宅，商铺,3485,500000㎡,140000㎡,70年,毛坯,2.4,30.00%,,,
109,高运学林尚苑,南部卧城,萧绍路与育才路交汇处东南角,"住宅,商铺",500,100000㎡,26000㎡,70,毛坯,2.5,30.00%,476,2,杭州高运物业服务有限公司
294,华润·五彩城,余姚,余姚金型路北侧、城东路西侧,住宅，商铺，酒店式公寓,655,待定,75587㎡,住宅70年，公寓及商铺40年,毛坯,2.7,22.00%,,2.6,华润置地（上海）物业管理有限公司
455,新义郡,湘湖新城,义桥镇罗慕村,住宅，商业办公,308,37000㎡,待定,70,毛坯,1.5,30.00%,618,1.7,待定
453,贝利·栖溪望府,塘栖,余杭区塘栖镇绿荫街与塘栖路交叉口,"住宅,商住楼",1605,260000㎡,74196㎡,70,毛坯,2.5,30.00%,1300,待定,暂无资料
230,绿城·杭州蓝庭,临平北,余杭临平临平山北，320国道以南,"住宅,庭院洋房,法式合院",4500,790000㎡,426667㎡,70,毛坯,1,40.00%,4500,2.2,绿城物业服务集团有限公司
70,世茂·之西湖,滨江,一桥南侧，东起西环路，南至江南大道,"住宅,写字楼",946,272083㎡,58184㎡,70,"毛坯,精装",3.4,30.00%,802,,待定
549,崇邦·余之城,临平新城,迎宾路和临东路交叉口东南侧,"住宅,写字楼,商铺",1138,397097㎡,80490㎡,70,毛坯,3.2,46.60%,999,,钱塘物业
723,滨江新城·东方名府,萧山,建设二路和通惠北路交叉口,"住宅,洋房,酒店式公寓",320,63390㎡,19012㎡,70/40年,毛坯,2.5,30.00%,517,3.7,滨江物业
316,中海·定山府,之江转塘,八角路和鸡山路的交叉口西南方，望江山疗养院南面,住宅、别墅,1000,290000㎡,104667㎡,70,毛坯,2,30.00%,700,2.5,中海物业
426,景瑞·御华府,临平新城,临平世纪大道与汀兰路交汇处西南角,住宅、别墅,1526,212909㎡,77030㎡,70,毛坯,2,30.00%,1290,1.68,景瑞物业
31,百大绿城西子国际,钱江新城,江干庆春广场西侧，北至太平门直街，东至景坛路，南至庆春东路,住宅、城市综合体,850,280000㎡,27908㎡,40,精装修,7,20.00%,1200,4.8,启胜物业管理服务有限公司
116,瑞立东方花城,滨江,滨江滨安路与风情大道交叉口,住宅、高层,999,191000㎡,49000㎡,70,毛坯,2.2,30.00%,1660,2.1,广东中奥物业管理有限公司
98,嘉凯城名城公馆,桥西,拱墅登云路（登云路与通益路交汇处西北侧）,住宅、高层、排屋,920,150000㎡,44764㎡,70,毛坯,2.5,30.00%,913,3.3,名城物业
166,之江九里,之江转塘,之江路与龙王沙路交叉口西南面（宋城西侧）,住宅、高层、排屋,1253,181280㎡,90640㎡,70,毛坯,2,30.00%,暂无资料,,华润新鸿基物业
137,绿城·之江1号,之江转塘,杭州之江旅游度假区搏妹路和横桥路交叉口,住宅、高级公寓,2108,520000㎡,190009㎡,70,毛坯、精装,2.4,37.00%,2000,3.5,绿城物业
20,赛丽绿城·丽园,市中心,上城江城路（江城路与上仓桥路交叉口）,住宅、公寓,520,53083㎡,28052㎡,,"精装修,全装修",1.9,30.00%,290,3.98,浙江绿城物业管理公司
33,绿城·蓝色钱江,钱江新城,之江路与望江东路交叉口西侧,住宅、公寓,1100,300000㎡,84255㎡,70,精装修,3.5,30.00%,1:01,3.8,浙江绿城物业管理公司
53,绿城·明月江南,滨江,滨江西兴路(西兴路与月明路交叉口西北侧）,住宅、公寓,1498,240000㎡,102005㎡,70,精装修,2.5,30.00%,1500,2.8,浙江绿城物业管理公司
73,万科·草庄,城东新城,江干机场路355号，草庄公园南侧,住宅、公寓,550,116000㎡,37000㎡,70,精装修,2.2,30.00%,660,3.6,杭州万科物业服务有限公司
78,银杏汇,滨江,闻涛路与东信大道交叉口向西600米杭州钱塘湾艺术馆,住宅、公寓,354,200000㎡,38686㎡,70年,精装,3.2,30.00%,708,,待定
79,天阳·半岛国际,滨江,滨江长河路和滨盛路交叉口,住宅、公寓,1566,240000㎡,65996㎡,70,毛坯,2.6,30.00%,约1:1,3,杭州天阳物业有限公司
92,滨江·万家星城,城北,下城东新路（东新路与石祥路交汇处，公交站重机厂站边）,住宅、公寓,3700,700000㎡,190000㎡,70,毛坯,3,30.00%,暂定,1.75,杭州滨江物业管理有限公司
94,裕丰青鸟·香石公寓,城北,下城区白石路202号（香积寺路与白石路交叉口）,住宅、公寓,480,77000㎡,18484㎡,70,毛坯,2.2,30.00%,443,2.5,浙江南都物业管理有限公司
95,莱德·绅华府,申花,拱墅益乐路与丰登街交叉口,住宅、公寓,697,100254㎡,35805㎡,70,毛坯、精装修,2.8,30.00%,836,3,浙江绿城物业管理公司
114,中粮方圆府,城北,下城城北体育公园旁,住宅、公寓,969,143000㎡,35000㎡,70,毛坯,2.7,28.00%,待定,,暂无资料
117,新中宇维萨,城东新城,杭州环站东路和新塘路交汇处（地铁线彭埠站D向南200米）,住宅、公寓,740,120000㎡,28154㎡,70,毛坯,2.9,30.00%,714,2.25,上海复瑞（复地集团）物业管理有限公司
118,滨江·曙光之城,城东新城,江干机场路与德胜路交叉口,住宅、公寓,1000,225000㎡,46487㎡,70,毛坯,2.9,35.00%,车位比近1：2,2.5,杭州滨江物业管理有限公司
138,宋都·阳光国际花园,九堡,钱江新城沿江大道与通盛路交汇处东北方向,住宅、公寓,2167,380000㎡,100000㎡,70,毛坯,2.6,30.00%,2167,1.98,杭州宋都物业经营管理有限公司
147,滨江·金色黎明,城东新城,江干德胜路与同协路交汇处,住宅、公寓,1400,600000㎡,190000㎡,70,毛坯,2.4,30.00%,车位比1:1,2.5,杭州滨江物业管理有限公司
199,铂金名筑,滨江,滨江长河路以西，纵二路以东，平安路以南，南环路以北,住宅、公寓,815,111907㎡,86798㎡,70,毛坯,2.2,40.00%,553,,杭州彩虹物业管理有限公司
260,中豪·四季公馆,丁桥,江干南临环丁路，北至丁群路，西接长虹路,住宅、公寓,1000,166027㎡,52872㎡,70,毛坯,2.3,32.00%,1040,1.75,杭州金秋物业管理有限公司
314,城发·云锦城,长睦,江干丁桥长睦路北段,住宅、公寓,2000,250000㎡,105894㎡,70,毛坯,2.4,30.00%,,,
291,昆仑·天籁,丁桥,江干丁桥长虹路与丁群路交叉口,住宅、公寓、排屋,1234,200000㎡,65824㎡,70,毛坯,2.3,30.00%,1287,1.75,昆仑物业管理有限公司
93,万和玺园,城北,下城下城区颜三路再行路口,住宅、公寓、商铺,960,150000㎡,41992㎡,70,毛坯,2.5,30.00%,待定,,
658,绿城宁波中心蘭園,江东,江东河清北路299号（紧邻市政府西侧）,住宅、公寓、写字楼、商业,778,880000㎡,113800㎡,70年,精装修,2.8,27.00%,,4.5,绿城物业
36,远洋杭州大运河商务区,市中心,拱墅上塘路西侧（南临大关路，西临丽水路）,住宅、豪华住宅,1300,800000㎡,300000㎡,70,精装修,2.6,30.00%,1:01,4,远洋物业
45,绿城·西溪诚园,蒋村西溪,文一西路与紫金港路交叉西北角，浙大紫金港校区以南,住宅、豪华住宅,2300,650000㎡,310000㎡,70,精装修,2.1,40.00%,1:01,3.2,浙江绿城物业管理公司
535,黄龙金茂悦,申花,益乐路和余杭塘路交叉口,住宅、豪华住宅,1470,171248㎡,61160㎡,70年,毛坯,2.8,35.00%,1482,,
451,恒大山水城,镇海,镇海九龙大道东侧，九龙湖镇镇区南，山体西，沿山大河北,住宅、酒店式公寓,1809,261492㎡,90350㎡,70年,精装,2.2,30.00%,2005,2.05,金碧物业有限公司
683,复泰·雅宸华庭,老余杭,杭州余杭区鸬鸟镇鸬鸟镇政府旁,住宅、酒店式公寓,300,45426㎡,17886㎡,70年,毛坯,1.7,25.10%,301,3,杭州正明物业管理有限公司
517,中港·罗兰小镇,中泰,余杭区中泰街道中泰路322号,住宅、排屋,1433,240000㎡,91900㎡,70,毛坯,1.8,30.00%,1386,,待定
664,旭辉时代城,崇贤,崇杭街与塘康路交叉口西北角（上亿广场对面）,住宅、排屋、商铺,1290,129780㎡,54075㎡,70年,毛坯,2.4,30.00%,1406,,
240,协安·紫郡,三墩,西湖董家路（竹桥路）与三墩港河交界处,住宅、普通住宅,2000,400000㎡,114561㎡,70,"毛坯,精装",2.3,30.00%,2000,1.75,杭州郡庭物业有限公司
369,金都西花庭,老余杭,余杭宝塔村东至河道防护绿地南至同城印象三期,住宅、普通住宅,734,115000㎡,41643㎡,70,毛坯,2,34.00%,,2.2,金都物业管理有限公司
41,中海·御道,钱江新城,钱江新城之江路与御道路交汇处,住宅、商铺,1476,512603㎡,99462㎡,70,毛坯,3.5,30.00%,,4.5,中海物业
558,阳光城翡丽湾,丁桥,华中路与大农港路口,住宅、商铺,1436,185937㎡,55331㎡,70年,毛坯、精装,2.5,30.00%,1251,,阳光城
419,莱茵知己,临平北,临平振兴路与顺达路交汇处西南,住宅、商铺、排屋,833,149213㎡,49827㎡,70年,毛坯,2.1,30.30%,889,,蓝盛物业
139,富越·香郡,桥西,拱墅湖州街与杭行路交叉口,住宅、商铺、综合,996,170000㎡,41834㎡,70,毛坯,3,30.00%,847,2.25,南都物业物理有限公司
149,龙湖·滟澜山,下沙金沙湖,金沙湖畔海达南路与华景街交汇处,住宅、商业,981,800000㎡,180000㎡,70,"毛坯,精装",2.8,30.00%,981,3.7,重庆新龙湖物业服务有限公司杭州分公司
262,万科城,镇海,镇海绿核北地块，东临钟包路，北靠同心路,住宅、商业,2424,489361㎡,226777㎡,住宅产权70年，商业部分产权40年,精装,2.3,30.00%,1:01,3.09,万科物业
513,融创·瑷颐湾,良渚新城,杭行路与祥园北路交汇处（万达广场北面）,住宅、商业,1424,210081㎡,60801㎡,住宅70、商业40,毛坯,2.5,30.00%,1340,,第一太平融科
629,保利·中央公馆,市中心,艮山西路与新塘路交叉口,住宅、商业,1126,269587㎡,44103㎡,70年,精装,4.3,30.00%,3645,,保利物业杭州分公司
670,龙湖水晶郦城,三墩,杭州西湖区庄墩路与金汇南路交叉口,住宅、商业,878,130000㎡,34172㎡,70年、40年,毛坯,2.8,30.00%,995,,龙湖物业
712,长龙·领航城,萧山,杭州萧山博奥路（原青年路）与建设四路交汇处,住宅、商业、办公,1030,185619㎡,66408㎡,70/40,精装修/毛坯,2.8,30.00%,1956,,绿城物业
461,融创东南海,萧山,萧山区建设四路香樟路口,住宅、商业综合体（含超市、酒店、写字楼等）,2071,410000㎡,110000㎡,70年,,2.6,待定,3027,,
389,西城博司,三墩,西湖紫金港路（吉鸿快速路）与西园七路（规划中）交汇处,住宅、商住、大平层商务公馆,609,145000㎡,33500㎡,40,"毛坯,精装",3.5,30.00%,车位信息待定,3.2,杭州南都物业管理有限公司
91,中国铁建·国际城,城北,拱墅区湖州街和科园路交叉口往北150米（浙大城市学院东侧）,住宅、商住楼,1586,400000㎡,110000㎡,70,毛坯,2.6,30.00%,1432,2.5,杭州南都物业管理有限公司
602,钱江西溪新座,西溪留下,西湖区西溪路，浙大科技园正对面,住宅、商住楼,332,90000㎡,25000㎡,40,毛坯,2.2,20.00%,,2,浙江钱江物业管理有限公司
315,云栖小镇国际青年公寓,之江转塘,西湖区转塘街道科海路市委党校旁,住宅、商住综合体,696,160000㎡,46000㎡,40,毛坯,2,25.00%,801,2.8,杭州彩虹物业管理有限公司
188,开元广场,南部卧城,市心南路和向旭路交叉路口西北侧,住宅、写字楼,1802,700000㎡,165333㎡,70,毛坯,2.5,30.00%,,4,浙江开元物业服务有限公司
152,绿城巧园,滨江,滨江一桥南浦沿路西侧,住宅、写字楼、商铺,247,60657㎡,15449㎡,70,毛坯,2.7,30.00%,暂无信息,,浙江绿城物业管理公司
100,华盛达·阅城,祥符,拱墅杭行路,住宅、洋房、商业、写字楼,700,180000㎡,54198㎡,70,毛坯,2.2,30.00%,1000,1.75,浙江银杏物业管理有限公司
751,富力·新线公园,未来科技城,海曙路与常二路交叉口,住宅、综合体,423,13627㎡,26670㎡,70年,精装修,3,30.00%,906,2.3,天力物业
51,中旅·紫金名门,三墩,紫荆花路与振华路交叉口杭师大附中对面,住宅别墅,1312,210000㎡,46558㎡,70年,毛坯,3,30.00%,,,港中旅物业
626,万科中央公园,城东新城,杭州市江干区鸿泰路与莲花桥路交叉口,住宅公寓,844,131832㎡,59413㎡,70年,精装修,1.6,35.00%,,,
565,东日·晴好,之江转塘,西湖区科海路与狐山路交叉口（杭州市委党校北侧）,住宅花园洋房,246,44628㎡,22128㎡,70年,毛坯,1.5,30.00%,256个,2.25,
58,日信国际DOUBLE时代,钱江新城,钱江新城钱江路与衢江路交界处,住宅酒店式公寓,700,62398㎡,9000㎡,50,,5,25.00%,1000,5,待定
641,北辰奥园,南部卧城,南三路和蜀山路交叉口,住宅排屋,2039,322128㎡,83928㎡,70,毛坯,2.8,30.00%,2523,高层2.2含能耗，排屋、商铺3.0,南都物业
390,金昌诚园,柯桥区,柯桥区湖中路与华齐路交汇处(项目现场),住宅商铺,650,90000㎡,39179㎡,70年,,2.3,28.00%,700,2.5,金昌物业管理有限公司
458,上亿·彩虹郡,良渚新城,余杭区良渚街道博园路与港虹东路交叉口,,945,435000㎡,77895㎡,70年大产权房,毛坯,3.4,35.20%,1118,,
531,新世界琅琴湾,大江东,青六北路与江东二路交界处,,1922,261657㎡,68986㎡,70年大产权房,毛坯,2.8,30.50%,1763,1.7,杭州久安物业管理有限公司管理
585,滨江·钱塘印象,钱江新城,钱江新城核心居住区，东临甬江路，西至候潮路，南至富春路,,422,140000㎡,38000㎡,70年,精装修,2.4,35.00%,821,未定,滨江物管
645,天工湖畔春秋,柯桥区,柯桥区柯北大道与安昌路交汇处,,185,71605㎡,70894㎡,,,待定,30.00%,275,1.5,绍兴县天工物业经营有限公司
749,云杉郡,滨江,滨文路与火炬大道交叉口,,1600,79115㎡,19806㎡,40年,装修,4,25.00%,871,待定#物业公司：#开,开元物业
